"","X","date","time","pop","eggs","date_time","pop_type","date_time_pop"
"270",210,"2022-02-14","overnight","rap5",108,"2022-02-14_am","anc","2022-02-14_am_rap5"
"271",211,"2022-02-14","daytime","evo1",139,"2022-02-14_pm","evo","2022-02-14_pm_evo1"
"272",212,"2022-02-14","daytime","evo2",87,"2022-02-14_pm","evo","2022-02-14_pm_evo2"
"273",213,"2022-02-14","daytime","evo3",59,"2022-02-14_pm","evo","2022-02-14_pm_evo3"
"274",214,"2022-02-14","daytime","evo4",114,"2022-02-14_pm","evo","2022-02-14_pm_evo4"
"275",215,"2022-02-14","daytime","evo5",82,"2022-02-14_pm","evo","2022-02-14_pm_evo5"
"276",216,"2022-02-14","daytime","rap1",81,"2022-02-14_pm","anc","2022-02-14_pm_rap1"
"277",217,"2022-02-14","daytime","rap2",64,"2022-02-14_pm","anc","2022-02-14_pm_rap2"
"278",218,"2022-02-14","daytime","rap3",54,"2022-02-14_pm","anc","2022-02-14_pm_rap3"
"279",219,"2022-02-14","daytime","rap4",51,"2022-02-14_pm","anc","2022-02-14_pm_rap4"
"280",220,"2022-02-14","daytime","rap5",47,"2022-02-14_pm","anc","2022-02-14_pm_rap5"
"281",221,"2022-02-15","overnight","evo1",79,"2022-02-15_am","evo","2022-02-15_am_evo1"
"282",222,"2022-02-15","overnight","evo2",121,"2022-02-15_am","evo","2022-02-15_am_evo2"
"283",223,"2022-02-15","overnight","evo3",104,"2022-02-15_am","evo","2022-02-15_am_evo3"
"284",224,"2022-02-15","overnight","evo4",81,"2022-02-15_am","evo","2022-02-15_am_evo4"
"285",225,"2022-02-15","overnight","evo5",64,"2022-02-15_am","evo","2022-02-15_am_evo5"
"286",226,"2022-02-15","overnight","rap1",73,"2022-02-15_am","anc","2022-02-15_am_rap1"
"287",227,"2022-02-15","overnight","rap2",104,"2022-02-15_am","anc","2022-02-15_am_rap2"
"288",228,"2022-02-15","overnight","rap3",93,"2022-02-15_am","anc","2022-02-15_am_rap3"
"289",229,"2022-02-15","overnight","rap4",96,"2022-02-15_am","anc","2022-02-15_am_rap4"
"290",230,"2022-02-15","overnight","rap5",98,"2022-02-15_am","anc","2022-02-15_am_rap5"
"291",231,"2022-02-15","daytime","evo1",109,"2022-02-15_pm","evo","2022-02-15_pm_evo1"
"292",232,"2022-02-15","daytime","evo2",94,"2022-02-15_pm","evo","2022-02-15_pm_evo2"
"293",233,"2022-02-15","daytime","evo3",75,"2022-02-15_pm","evo","2022-02-15_pm_evo3"
"294",234,"2022-02-15","daytime","evo4",82,"2022-02-15_pm","evo","2022-02-15_pm_evo4"
"295",235,"2022-02-15","daytime","evo5",62,"2022-02-15_pm","evo","2022-02-15_pm_evo5"
"296",236,"2022-02-15","daytime","rap1",49,"2022-02-15_pm","anc","2022-02-15_pm_rap1"
"297",237,"2022-02-15","daytime","rap2",34,"2022-02-15_pm","anc","2022-02-15_pm_rap2"
"298",238,"2022-02-15","daytime","rap3",34,"2022-02-15_pm","anc","2022-02-15_pm_rap3"
"299",239,"2022-02-15","daytime","rap4",17,"2022-02-15_pm","anc","2022-02-15_pm_rap4"
"300",240,"2022-02-15","daytime","rap5",19,"2022-02-15_pm","anc","2022-02-15_pm_rap5"
"301",241,"2022-02-16","overnight","evo1",87,"2022-02-16_am","evo","2022-02-16_am_evo1"
"302",242,"2022-02-16","overnight","evo2",77,"2022-02-16_am","evo","2022-02-16_am_evo2"
"303",243,"2022-02-16","overnight","evo3",41,"2022-02-16_am","evo","2022-02-16_am_evo3"
"304",244,"2022-02-16","overnight","evo4",71,"2022-02-16_am","evo","2022-02-16_am_evo4"
"305",245,"2022-02-16","overnight","evo5",104,"2022-02-16_am","evo","2022-02-16_am_evo5"
"306",246,"2022-02-16","overnight","rap1",121,"2022-02-16_am","anc","2022-02-16_am_rap1"
"307",247,"2022-02-16","overnight","rap2",120,"2022-02-16_am","anc","2022-02-16_am_rap2"
"308",248,"2022-02-16","overnight","rap3",160,"2022-02-16_am","anc","2022-02-16_am_rap3"
"309",249,"2022-02-16","overnight","rap4",145,"2022-02-16_am","anc","2022-02-16_am_rap4"
"310",250,"2022-02-16","overnight","rap5",99,"2022-02-16_am","anc","2022-02-16_am_rap5"
"311",251,"2022-02-16","daytime","evo1",100,"2022-02-16_pm","evo","2022-02-16_pm_evo1"
"312",252,"2022-02-16","daytime","evo2",44,"2022-02-16_pm","evo","2022-02-16_pm_evo2"
"313",253,"2022-02-16","daytime","evo3",66,"2022-02-16_pm","evo","2022-02-16_pm_evo3"
"314",254,"2022-02-16","daytime","evo4",61,"2022-02-16_pm","evo","2022-02-16_pm_evo4"
"315",255,"2022-02-16","daytime","evo5",57,"2022-02-16_pm","evo","2022-02-16_pm_evo5"
"316",256,"2022-02-16","daytime","rap1",33,"2022-02-16_pm","anc","2022-02-16_pm_rap1"
"317",257,"2022-02-16","daytime","rap2",50,"2022-02-16_pm","anc","2022-02-16_pm_rap2"
"318",258,"2022-02-16","daytime","rap3",26,"2022-02-16_pm","anc","2022-02-16_pm_rap3"
"319",259,"2022-02-16","daytime","rap4",15,"2022-02-16_pm","anc","2022-02-16_pm_rap4"
"320",260,"2022-02-16","daytime","rap5",26,"2022-02-16_pm","anc","2022-02-16_pm_rap5"
"321",261,"2022-02-17","overnight","evo1",82,"2022-02-17_am","evo","2022-02-17_am_evo1"
"322",262,"2022-02-17","overnight","evo2",80,"2022-02-17_am","evo","2022-02-17_am_evo2"
"323",263,"2022-02-17","overnight","evo3",49,"2022-02-17_am","evo","2022-02-17_am_evo3"
"324",264,"2022-02-17","overnight","evo4",80,"2022-02-17_am","evo","2022-02-17_am_evo4"
"325",265,"2022-02-17","overnight","evo5",40,"2022-02-17_am","evo","2022-02-17_am_evo5"
"326",266,"2022-02-17","overnight","rap1",140,"2022-02-17_am","anc","2022-02-17_am_rap1"
"327",267,"2022-02-17","overnight","rap2",98,"2022-02-17_am","anc","2022-02-17_am_rap2"
"328",268,"2022-02-17","overnight","rap3",101,"2022-02-17_am","anc","2022-02-17_am_rap3"
"329",269,"2022-02-17","overnight","rap4",116,"2022-02-17_am","anc","2022-02-17_am_rap4"
"330",270,"2022-02-17","overnight","rap5",77,"2022-02-17_am","anc","2022-02-17_am_rap5"
"331",271,"2022-02-17","daytime","evo1",109,"2022-02-17_pm","evo","2022-02-17_pm_evo1"
"332",272,"2022-02-17","daytime","evo2",64,"2022-02-17_pm","evo","2022-02-17_pm_evo2"
"333",273,"2022-02-17","daytime","evo3",66,"2022-02-17_pm","evo","2022-02-17_pm_evo3"
"334",274,"2022-02-17","daytime","evo4",50,"2022-02-17_pm","evo","2022-02-17_pm_evo4"
"335",275,"2022-02-17","daytime","evo5",41,"2022-02-17_pm","evo","2022-02-17_pm_evo5"
"336",276,"2022-02-17","daytime","rap1",78,"2022-02-17_pm","anc","2022-02-17_pm_rap1"
"337",277,"2022-02-17","daytime","rap2",33,"2022-02-17_pm","anc","2022-02-17_pm_rap2"
"338",278,"2022-02-17","daytime","rap3",87,"2022-02-17_pm","anc","2022-02-17_pm_rap3"
"339",279,"2022-02-17","daytime","rap4",27,"2022-02-17_pm","anc","2022-02-17_pm_rap4"
"340",280,"2022-02-17","daytime","rap5",46,"2022-02-17_pm","anc","2022-02-17_pm_rap5"
"341",281,"2022-02-18","overnight","evo1",81,"2022-02-18_am","evo","2022-02-18_am_evo1"
"342",282,"2022-02-18","overnight","evo2",80,"2022-02-18_am","evo","2022-02-18_am_evo2"
"343",283,"2022-02-18","overnight","evo3",57,"2022-02-18_am","evo","2022-02-18_am_evo3"
"344",284,"2022-02-18","overnight","evo4",111,"2022-02-18_am","evo","2022-02-18_am_evo4"
"345",285,"2022-02-18","overnight","evo5",110,"2022-02-18_am","evo","2022-02-18_am_evo5"
"346",286,"2022-02-18","overnight","rap1",107,"2022-02-18_am","anc","2022-02-18_am_rap1"
"347",287,"2022-02-18","overnight","rap2",110,"2022-02-18_am","anc","2022-02-18_am_rap2"
"348",288,"2022-02-18","overnight","rap3",125,"2022-02-18_am","anc","2022-02-18_am_rap3"
"349",289,"2022-02-18","overnight","rap4",127,"2022-02-18_am","anc","2022-02-18_am_rap4"
"350",290,"2022-02-18","overnight","rap5",62,"2022-02-18_am","anc","2022-02-18_am_rap5"
"351",291,"2022-02-18","daytime","evo1",90,"2022-02-18_pm","evo","2022-02-18_pm_evo1"
"352",292,"2022-02-18","daytime","evo2",83,"2022-02-18_pm","evo","2022-02-18_pm_evo2"
"353",293,"2022-02-18","daytime","evo3",45,"2022-02-18_pm","evo","2022-02-18_pm_evo3"
"354",294,"2022-02-18","daytime","evo4",51,"2022-02-18_pm","evo","2022-02-18_pm_evo4"
"355",295,"2022-02-18","daytime","evo5",35,"2022-02-18_pm","evo","2022-02-18_pm_evo5"
"356",296,"2022-02-18","daytime","rap1",44,"2022-02-18_pm","anc","2022-02-18_pm_rap1"
"357",297,"2022-02-18","daytime","rap2",45,"2022-02-18_pm","anc","2022-02-18_pm_rap2"
"358",298,"2022-02-18","daytime","rap3",34,"2022-02-18_pm","anc","2022-02-18_pm_rap3"
"359",299,"2022-02-18","daytime","rap4",21,"2022-02-18_pm","anc","2022-02-18_pm_rap4"
"360",300,"2022-02-18","daytime","rap5",91,"2022-02-18_pm","anc","2022-02-18_pm_rap5"
"361",301,"2022-02-19","overnight","evo1",81,"2022-02-19_am","evo","2022-02-19_am_evo1"
"362",302,"2022-02-19","overnight","evo2",42,"2022-02-19_am","evo","2022-02-19_am_evo2"
"363",303,"2022-02-19","overnight","evo3",61,"2022-02-19_am","evo","2022-02-19_am_evo3"
"364",304,"2022-02-19","overnight","evo4",83,"2022-02-19_am","evo","2022-02-19_am_evo4"
"365",305,"2022-02-19","overnight","evo5",87,"2022-02-19_am","evo","2022-02-19_am_evo5"
"366",306,"2022-02-19","overnight","rap1",127,"2022-02-19_am","anc","2022-02-19_am_rap1"
"367",307,"2022-02-19","overnight","rap2",113,"2022-02-19_am","anc","2022-02-19_am_rap2"
"368",308,"2022-02-19","overnight","rap3",118,"2022-02-19_am","anc","2022-02-19_am_rap3"
"369",309,"2022-02-19","overnight","rap4",168,"2022-02-19_am","anc","2022-02-19_am_rap4"
"370",310,"2022-02-19","overnight","rap5",47,"2022-02-19_am","anc","2022-02-19_am_rap5"
"371",311,"2022-02-19","daytime","evo1",111,"2022-02-19_pm","evo","2022-02-19_pm_evo1"
"372",312,"2022-02-19","daytime","evo2",63,"2022-02-19_pm","evo","2022-02-19_pm_evo2"
"373",313,"2022-02-19","daytime","evo3",40,"2022-02-19_pm","evo","2022-02-19_pm_evo3"
"374",314,"2022-02-19","daytime","evo4",75,"2022-02-19_pm","evo","2022-02-19_pm_evo4"
"375",315,"2022-02-19","daytime","evo5",28,"2022-02-19_pm","evo","2022-02-19_pm_evo5"
"376",316,"2022-02-19","daytime","rap1",27,"2022-02-19_pm","anc","2022-02-19_pm_rap1"
"377",317,"2022-02-19","daytime","rap2",48,"2022-02-19_pm","anc","2022-02-19_pm_rap2"
"378",318,"2022-02-19","daytime","rap3",25,"2022-02-19_pm","anc","2022-02-19_pm_rap3"
"379",319,"2022-02-19","daytime","rap4",18,"2022-02-19_pm","anc","2022-02-19_pm_rap4"
"380",320,"2022-02-19","daytime","rap5",45,"2022-02-19_pm","anc","2022-02-19_pm_rap5"
"381",321,"2022-02-20","overnight","evo1",66,"2022-02-20_am","evo","2022-02-20_am_evo1"
"382",322,"2022-02-20","overnight","evo2",58,"2022-02-20_am","evo","2022-02-20_am_evo2"
"383",323,"2022-02-20","overnight","evo3",46,"2022-02-20_am","evo","2022-02-20_am_evo3"
"384",324,"2022-02-20","overnight","evo4",81,"2022-02-20_am","evo","2022-02-20_am_evo4"
"385",325,"2022-02-20","overnight","evo5",58,"2022-02-20_am","evo","2022-02-20_am_evo5"
"386",326,"2022-02-20","overnight","rap1",118,"2022-02-20_am","anc","2022-02-20_am_rap1"
"387",327,"2022-02-20","overnight","rap2",94,"2022-02-20_am","anc","2022-02-20_am_rap2"
"388",328,"2022-02-20","overnight","rap3",74,"2022-02-20_am","anc","2022-02-20_am_rap3"
"389",329,"2022-02-20","overnight","rap4",81,"2022-02-20_am","anc","2022-02-20_am_rap4"
"390",330,"2022-02-20","overnight","rap5",63,"2022-02-20_am","anc","2022-02-20_am_rap5"
"391",331,"2022-02-20","daytime","evo1",120,"2022-02-20_pm","evo","2022-02-20_pm_evo1"
"392",332,"2022-02-20","daytime","evo2",65,"2022-02-20_pm","evo","2022-02-20_pm_evo2"
"393",333,"2022-02-20","daytime","evo3",78,"2022-02-20_pm","evo","2022-02-20_pm_evo3"
"394",334,"2022-02-20","daytime","evo4",71,"2022-02-20_pm","evo","2022-02-20_pm_evo4"
"395",335,"2022-02-20","daytime","evo5",49,"2022-02-20_pm","evo","2022-02-20_pm_evo5"
"396",336,"2022-02-20","daytime","rap1",54,"2022-02-20_pm","anc","2022-02-20_pm_rap1"
"397",337,"2022-02-20","daytime","rap2",57,"2022-02-20_pm","anc","2022-02-20_pm_rap2"
"398",338,"2022-02-20","daytime","rap3",63,"2022-02-20_pm","anc","2022-02-20_pm_rap3"
"399",339,"2022-02-20","daytime","rap4",36,"2022-02-20_pm","anc","2022-02-20_pm_rap4"
"400",340,"2022-02-20","daytime","rap5",69,"2022-02-20_pm","anc","2022-02-20_pm_rap5"
"401",341,"2022-02-21","overnight","evo1",42,"2022-02-21_am","evo","2022-02-21_am_evo1"
"402",342,"2022-02-21","overnight","evo2",49,"2022-02-21_am","evo","2022-02-21_am_evo2"
"403",343,"2022-02-21","overnight","evo3",38,"2022-02-21_am","evo","2022-02-21_am_evo3"
"404",344,"2022-02-21","overnight","evo4",44,"2022-02-21_am","evo","2022-02-21_am_evo4"
"405",345,"2022-02-21","overnight","evo5",43,"2022-02-21_am","evo","2022-02-21_am_evo5"
"406",346,"2022-02-21","overnight","rap1",105,"2022-02-21_am","anc","2022-02-21_am_rap1"
"407",347,"2022-02-21","overnight","rap2",100,"2022-02-21_am","anc","2022-02-21_am_rap2"
"408",348,"2022-02-21","overnight","rap3",91,"2022-02-21_am","anc","2022-02-21_am_rap3"
"409",349,"2022-02-21","overnight","rap4",85,"2022-02-21_am","anc","2022-02-21_am_rap4"
"410",350,"2022-02-21","overnight","rap5",57,"2022-02-21_am","anc","2022-02-21_am_rap5"
"411",351,"2022-02-21","daytime","evo1",153,"2022-02-21_pm","evo","2022-02-21_pm_evo1"
"412",352,"2022-02-21","daytime","evo2",72,"2022-02-21_pm","evo","2022-02-21_pm_evo2"
"413",353,"2022-02-21","daytime","evo3",57,"2022-02-21_pm","evo","2022-02-21_pm_evo3"
"414",354,"2022-02-21","daytime","evo4",78,"2022-02-21_pm","evo","2022-02-21_pm_evo4"
"415",355,"2022-02-21","daytime","evo5",30,"2022-02-21_pm","evo","2022-02-21_pm_evo5"
"416",356,"2022-02-21","daytime","rap1",59,"2022-02-21_pm","anc","2022-02-21_pm_rap1"
"417",357,"2022-02-21","daytime","rap2",48,"2022-02-21_pm","anc","2022-02-21_pm_rap2"
"418",358,"2022-02-21","daytime","rap3",53,"2022-02-21_pm","anc","2022-02-21_pm_rap3"
"419",359,"2022-02-21","daytime","rap4",38,"2022-02-21_pm","anc","2022-02-21_pm_rap4"
"420",360,"2022-02-21","daytime","rap5",71,"2022-02-21_pm","anc","2022-02-21_pm_rap5"
"421",361,"2022-02-22","overnight","evo1",22,"2022-02-22_am","evo","2022-02-22_am_evo1"
"422",362,"2022-02-22","overnight","evo2",52,"2022-02-22_am","evo","2022-02-22_am_evo2"
"423",363,"2022-02-22","overnight","evo3",29,"2022-02-22_am","evo","2022-02-22_am_evo3"
"424",364,"2022-02-22","overnight","evo4",71,"2022-02-22_am","evo","2022-02-22_am_evo4"
"425",365,"2022-02-22","overnight","evo5",71,"2022-02-22_am","evo","2022-02-22_am_evo5"
"426",366,"2022-02-22","overnight","rap1",66,"2022-02-22_am","anc","2022-02-22_am_rap1"
"427",367,"2022-02-22","overnight","rap2",91,"2022-02-22_am","anc","2022-02-22_am_rap2"
"428",368,"2022-02-22","overnight","rap3",70,"2022-02-22_am","anc","2022-02-22_am_rap3"
"429",369,"2022-02-22","overnight","rap4",122,"2022-02-22_am","anc","2022-02-22_am_rap4"
"430",370,"2022-02-22","overnight","rap5",46,"2022-02-22_am","anc","2022-02-22_am_rap5"
"431",371,"2022-02-22","daytime","evo1",93,"2022-02-22_pm","evo","2022-02-22_pm_evo1"
"432",372,"2022-02-22","daytime","evo2",40,"2022-02-22_pm","evo","2022-02-22_pm_evo2"
"433",373,"2022-02-22","daytime","evo3",55,"2022-02-22_pm","evo","2022-02-22_pm_evo3"
"434",374,"2022-02-22","daytime","evo4",38,"2022-02-22_pm","evo","2022-02-22_pm_evo4"
"435",375,"2022-02-22","daytime","evo5",34,"2022-02-22_pm","evo","2022-02-22_pm_evo5"
"436",376,"2022-02-22","daytime","rap1",43,"2022-02-22_pm","anc","2022-02-22_pm_rap1"
"437",377,"2022-02-22","daytime","rap2",24,"2022-02-22_pm","anc","2022-02-22_pm_rap2"
"438",378,"2022-02-22","daytime","rap3",38,"2022-02-22_pm","anc","2022-02-22_pm_rap3"
"439",379,"2022-02-22","daytime","rap4",33,"2022-02-22_pm","anc","2022-02-22_pm_rap4"
"440",380,"2022-02-22","daytime","rap5",35,"2022-02-22_pm","anc","2022-02-22_pm_rap5"
"441",381,"2022-02-23","overnight","evo1",25,"2022-02-23_am","evo","2022-02-23_am_evo1"
"442",382,"2022-02-23","overnight","evo2",25,"2022-02-23_am","evo","2022-02-23_am_evo2"
"443",383,"2022-02-23","overnight","evo3",30,"2022-02-23_am","evo","2022-02-23_am_evo3"
"444",384,"2022-02-23","overnight","evo4",75,"2022-02-23_am","evo","2022-02-23_am_evo4"
"445",385,"2022-02-23","overnight","evo5",48,"2022-02-23_am","evo","2022-02-23_am_evo5"
"446",386,"2022-02-23","overnight","rap1",64,"2022-02-23_am","anc","2022-02-23_am_rap1"
"447",387,"2022-02-23","overnight","rap2",60,"2022-02-23_am","anc","2022-02-23_am_rap2"
"448",388,"2022-02-23","overnight","rap3",62,"2022-02-23_am","anc","2022-02-23_am_rap3"
"449",389,"2022-02-23","overnight","rap4",80,"2022-02-23_am","anc","2022-02-23_am_rap4"
"450",390,"2022-02-23","overnight","rap5",51,"2022-02-23_am","anc","2022-02-23_am_rap5"
"451",391,"2022-02-23","daytime","evo1",113,"2022-02-23_pm","evo","2022-02-23_pm_evo1"
"452",392,"2022-02-23","daytime","evo2",80,"2022-02-23_pm","evo","2022-02-23_pm_evo2"
"453",393,"2022-02-23","daytime","evo3",32,"2022-02-23_pm","evo","2022-02-23_pm_evo3"
"454",394,"2022-02-23","daytime","evo4",42,"2022-02-23_pm","evo","2022-02-23_pm_evo4"
"455",395,"2022-02-23","daytime","evo5",28,"2022-02-23_pm","evo","2022-02-23_pm_evo5"
"456",396,"2022-02-23","daytime","rap1",29,"2022-02-23_pm","anc","2022-02-23_pm_rap1"
"457",397,"2022-02-23","daytime","rap2",34,"2022-02-23_pm","anc","2022-02-23_pm_rap2"
"458",398,"2022-02-23","daytime","rap3",34,"2022-02-23_pm","anc","2022-02-23_pm_rap3"
"459",399,"2022-02-23","daytime","rap4",27,"2022-02-23_pm","anc","2022-02-23_pm_rap4"
"460",400,"2022-02-23","daytime","rap5",49,"2022-02-23_pm","anc","2022-02-23_pm_rap5"
"461",401,"2022-02-24","overnight","evo1",44,"2022-02-24_am","evo","2022-02-24_am_evo1"
"462",402,"2022-02-24","overnight","evo2",22,"2022-02-24_am","evo","2022-02-24_am_evo2"
"463",403,"2022-02-24","overnight","evo3",36,"2022-02-24_am","evo","2022-02-24_am_evo3"
"464",404,"2022-02-24","overnight","evo4",40,"2022-02-24_am","evo","2022-02-24_am_evo4"
"465",405,"2022-02-24","overnight","evo5",47,"2022-02-24_am","evo","2022-02-24_am_evo5"
"466",406,"2022-02-24","overnight","rap1",123,"2022-02-24_am","anc","2022-02-24_am_rap1"
"467",407,"2022-02-24","overnight","rap2",61,"2022-02-24_am","anc","2022-02-24_am_rap2"
"468",408,"2022-02-24","overnight","rap3",87,"2022-02-24_am","anc","2022-02-24_am_rap3"
"469",409,"2022-02-24","overnight","rap4",111,"2022-02-24_am","anc","2022-02-24_am_rap4"
"470",410,"2022-02-24","overnight","rap5",65,"2022-02-24_am","anc","2022-02-24_am_rap5"
"471",411,"2022-02-24","daytime","evo1",83,"2022-02-24_pm","evo","2022-02-24_pm_evo1"
"472",412,"2022-02-24","daytime","evo2",39,"2022-02-24_pm","evo","2022-02-24_pm_evo2"
"473",413,"2022-02-24","daytime","evo3",40,"2022-02-24_pm","evo","2022-02-24_pm_evo3"
"474",414,"2022-02-24","daytime","evo4",54,"2022-02-24_pm","evo","2022-02-24_pm_evo4"
"475",415,"2022-02-24","daytime","evo5",28,"2022-02-24_pm","evo","2022-02-24_pm_evo5"
"476",416,"2022-02-24","daytime","rap1",18,"2022-02-24_pm","anc","2022-02-24_pm_rap1"
"477",417,"2022-02-24","daytime","rap2",21,"2022-02-24_pm","anc","2022-02-24_pm_rap2"
"478",418,"2022-02-24","daytime","rap3",33,"2022-02-24_pm","anc","2022-02-24_pm_rap3"
"479",419,"2022-02-24","daytime","rap4",44,"2022-02-24_pm","anc","2022-02-24_pm_rap4"
"480",420,"2022-02-24","daytime","rap5",56,"2022-02-24_pm","anc","2022-02-24_pm_rap5"
"481",421,"2022-02-25","overnight","evo1",2,"2022-02-25_am","evo","2022-02-25_am_evo1"
"482",422,"2022-02-25","overnight","evo2",4,"2022-02-25_am","evo","2022-02-25_am_evo2"
"483",423,"2022-02-25","overnight","evo3",1,"2022-02-25_am","evo","2022-02-25_am_evo3"
"484",424,"2022-02-25","overnight","evo4",2,"2022-02-25_am","evo","2022-02-25_am_evo4"
"485",425,"2022-02-25","overnight","evo5",20,"2022-02-25_am","evo","2022-02-25_am_evo5"
"486",426,"2022-02-25","overnight","rap1",13,"2022-02-25_am","anc","2022-02-25_am_rap1"
"487",427,"2022-02-25","overnight","rap2",7,"2022-02-25_am","anc","2022-02-25_am_rap2"
"488",428,"2022-02-25","overnight","rap3",12,"2022-02-25_am","anc","2022-02-25_am_rap3"
"489",429,"2022-02-25","overnight","rap4",1,"2022-02-25_am","anc","2022-02-25_am_rap4"
"490",430,"2022-02-25","overnight","rap5",2,"2022-02-25_am","anc","2022-02-25_am_rap5"
"491",431,"2022-02-25","daytime","evo1",123,"2022-02-25_pm","evo","2022-02-25_pm_evo1"
"492",432,"2022-02-25","daytime","evo2",85,"2022-02-25_pm","evo","2022-02-25_pm_evo2"
"493",433,"2022-02-25","daytime","evo3",48,"2022-02-25_pm","evo","2022-02-25_pm_evo3"
"494",434,"2022-02-25","daytime","evo4",95,"2022-02-25_pm","evo","2022-02-25_pm_evo4"
"495",435,"2022-02-25","daytime","evo5",58,"2022-02-25_pm","evo","2022-02-25_pm_evo5"
"496",436,"2022-02-25","daytime","rap1",80,"2022-02-25_pm","anc","2022-02-25_pm_rap1"
"497",437,"2022-02-25","daytime","rap2",64,"2022-02-25_pm","anc","2022-02-25_pm_rap2"
"498",438,"2022-02-25","daytime","rap3",77,"2022-02-25_pm","anc","2022-02-25_pm_rap3"
"499",439,"2022-02-25","daytime","rap4",74,"2022-02-25_pm","anc","2022-02-25_pm_rap4"
"500",440,"2022-02-25","daytime","rap5",91,"2022-02-25_pm","anc","2022-02-25_pm_rap5"
"501",441,"2022-02-26","overnight","evo1",22,"2022-02-26_am","evo","2022-02-26_am_evo1"
"502",442,"2022-02-26","overnight","evo2",27,"2022-02-26_am","evo","2022-02-26_am_evo2"
"503",443,"2022-02-26","overnight","evo3",27,"2022-02-26_am","evo","2022-02-26_am_evo3"
"504",444,"2022-02-26","overnight","evo4",37,"2022-02-26_am","evo","2022-02-26_am_evo4"
"505",445,"2022-02-26","overnight","evo5",36,"2022-02-26_am","evo","2022-02-26_am_evo5"
"506",446,"2022-02-26","overnight","rap1",54,"2022-02-26_am","anc","2022-02-26_am_rap1"
"507",447,"2022-02-26","overnight","rap2",36,"2022-02-26_am","anc","2022-02-26_am_rap2"
"508",448,"2022-02-26","overnight","rap3",62,"2022-02-26_am","anc","2022-02-26_am_rap3"
"509",449,"2022-02-26","overnight","rap4",56,"2022-02-26_am","anc","2022-02-26_am_rap4"
"510",450,"2022-02-26","overnight","rap5",35,"2022-02-26_am","anc","2022-02-26_am_rap5"
"511",451,"2022-02-26","daytime","evo1",80,"2022-02-26_pm","evo","2022-02-26_pm_evo1"
"512",452,"2022-02-26","daytime","evo2",54,"2022-02-26_pm","evo","2022-02-26_pm_evo2"
"513",453,"2022-02-26","daytime","evo3",42,"2022-02-26_pm","evo","2022-02-26_pm_evo3"
"514",454,"2022-02-26","daytime","evo4",63,"2022-02-26_pm","evo","2022-02-26_pm_evo4"
"515",455,"2022-02-26","daytime","evo5",26,"2022-02-26_pm","evo","2022-02-26_pm_evo5"
"516",456,"2022-02-26","daytime","rap1",49,"2022-02-26_pm","anc","2022-02-26_pm_rap1"
"517",457,"2022-02-26","daytime","rap2",34,"2022-02-26_pm","anc","2022-02-26_pm_rap2"
"518",458,"2022-02-26","daytime","rap3",48,"2022-02-26_pm","anc","2022-02-26_pm_rap3"
"519",459,"2022-02-26","daytime","rap4",26,"2022-02-26_pm","anc","2022-02-26_pm_rap4"
"520",460,"2022-02-26","daytime","rap5",56,"2022-02-26_pm","anc","2022-02-26_pm_rap5"
"521",461,"2022-02-27","overnight","evo1",32,"2022-02-27_am","evo","2022-02-27_am_evo1"
"522",462,"2022-02-27","overnight","evo2",21,"2022-02-27_am","evo","2022-02-27_am_evo2"
"523",463,"2022-02-27","overnight","evo3",30,"2022-02-27_am","evo","2022-02-27_am_evo3"
"524",464,"2022-02-27","overnight","evo4",25,"2022-02-27_am","evo","2022-02-27_am_evo4"
"525",465,"2022-02-27","overnight","evo5",38,"2022-02-27_am","evo","2022-02-27_am_evo5"
"526",466,"2022-02-27","overnight","rap1",62,"2022-02-27_am","anc","2022-02-27_am_rap1"
"527",467,"2022-02-27","overnight","rap2",50,"2022-02-27_am","anc","2022-02-27_am_rap2"
"528",468,"2022-02-27","overnight","rap3",35,"2022-02-27_am","anc","2022-02-27_am_rap3"
"529",469,"2022-02-27","overnight","rap4",73,"2022-02-27_am","anc","2022-02-27_am_rap4"
"530",470,"2022-02-27","overnight","rap5",27,"2022-02-27_am","anc","2022-02-27_am_rap5"
"531",471,"2022-02-27","daytime","evo1",90,"2022-02-27_pm","evo","2022-02-27_pm_evo1"
"532",472,"2022-02-27","daytime","evo2",29,"2022-02-27_pm","evo","2022-02-27_pm_evo2"
"533",473,"2022-02-27","daytime","evo3",45,"2022-02-27_pm","evo","2022-02-27_pm_evo3"
"534",474,"2022-02-27","daytime","evo4",59,"2022-02-27_pm","evo","2022-02-27_pm_evo4"
"535",475,"2022-02-27","daytime","evo5",25,"2022-02-27_pm","evo","2022-02-27_pm_evo5"
"536",476,"2022-02-27","daytime","rap1",46,"2022-02-27_pm","anc","2022-02-27_pm_rap1"
"537",477,"2022-02-27","daytime","rap2",35,"2022-02-27_pm","anc","2022-02-27_pm_rap2"
"538",478,"2022-02-27","daytime","rap3",53,"2022-02-27_pm","anc","2022-02-27_pm_rap3"
"539",479,"2022-02-27","daytime","rap4",46,"2022-02-27_pm","anc","2022-02-27_pm_rap4"
"540",480,"2022-02-27","daytime","rap5",58,"2022-02-27_pm","anc","2022-02-27_pm_rap5"
"541",481,"2022-02-28","overnight","evo1",34,"2022-02-28_am","evo","2022-02-28_am_evo1"
"542",482,"2022-02-28","overnight","evo2",44,"2022-02-28_am","evo","2022-02-28_am_evo2"
