"","X","date","time","pop","eggs","date_time","pop_type","date_time_pop"
"816",756,"2022-03-13","daytime","rap1",32,"2022-03-13_pm","anc","2022-03-13_pm_rap1"
"817",757,"2022-03-13","daytime","rap2",25,"2022-03-13_pm","anc","2022-03-13_pm_rap2"
"818",758,"2022-03-13","daytime","rap3",26,"2022-03-13_pm","anc","2022-03-13_pm_rap3"
"819",759,"2022-03-13","daytime","rap4",23,"2022-03-13_pm","anc","2022-03-13_pm_rap4"
"820",760,"2022-03-13","daytime","rap5",40,"2022-03-13_pm","anc","2022-03-13_pm_rap5"
"821",761,"2022-03-14","overnight","evo1",14,"2022-03-14_am","evo","2022-03-14_am_evo1"
"822",762,"2022-03-14","overnight","evo2",6,"2022-03-14_am","evo","2022-03-14_am_evo2"
"823",763,"2022-03-14","overnight","evo3",12,"2022-03-14_am","evo","2022-03-14_am_evo3"
"824",764,"2022-03-14","overnight","evo4",21,"2022-03-14_am","evo","2022-03-14_am_evo4"
"825",765,"2022-03-14","overnight","evo5",13,"2022-03-14_am","evo","2022-03-14_am_evo5"
"826",766,"2022-03-14","overnight","rap1",41,"2022-03-14_am","anc","2022-03-14_am_rap1"
"827",767,"2022-03-14","overnight","rap2",45,"2022-03-14_am","anc","2022-03-14_am_rap2"
"828",768,"2022-03-14","overnight","rap3",38,"2022-03-14_am","anc","2022-03-14_am_rap3"
"829",769,"2022-03-14","overnight","rap4",12,"2022-03-14_am","anc","2022-03-14_am_rap4"
"830",770,"2022-03-14","overnight","rap5",9,"2022-03-14_am","anc","2022-03-14_am_rap5"
"831",771,"2022-03-14","daytime","evo1",24,"2022-03-14_pm","evo","2022-03-14_pm_evo1"
"832",772,"2022-03-14","daytime","evo2",25,"2022-03-14_pm","evo","2022-03-14_pm_evo2"
"833",773,"2022-03-14","daytime","evo3",27,"2022-03-14_pm","evo","2022-03-14_pm_evo3"
"834",774,"2022-03-14","daytime","evo4",39,"2022-03-14_pm","evo","2022-03-14_pm_evo4"
"835",775,"2022-03-14","daytime","evo5",13,"2022-03-14_pm","evo","2022-03-14_pm_evo5"
"836",776,"2022-03-14","daytime","rap1",32,"2022-03-14_pm","anc","2022-03-14_pm_rap1"
"837",777,"2022-03-14","daytime","rap2",49,"2022-03-14_pm","anc","2022-03-14_pm_rap2"
"838",778,"2022-03-14","daytime","rap3",29,"2022-03-14_pm","anc","2022-03-14_pm_rap3"
"839",779,"2022-03-14","daytime","rap4",21,"2022-03-14_pm","anc","2022-03-14_pm_rap4"
"840",780,"2022-03-14","daytime","rap5",41,"2022-03-14_pm","anc","2022-03-14_pm_rap5"
"841",781,"2022-03-15","overnight","evo1",28,"2022-03-15_am","evo","2022-03-15_am_evo1"
"842",782,"2022-03-15","overnight","evo2",12,"2022-03-15_am","evo","2022-03-15_am_evo2"
"843",783,"2022-03-15","overnight","evo3",10,"2022-03-15_am","evo","2022-03-15_am_evo3"
"844",784,"2022-03-15","overnight","evo4",5,"2022-03-15_am","evo","2022-03-15_am_evo4"
"845",785,"2022-03-15","overnight","evo5",5,"2022-03-15_am","evo","2022-03-15_am_evo5"
"846",786,"2022-03-15","overnight","rap1",37,"2022-03-15_am","anc","2022-03-15_am_rap1"
"847",787,"2022-03-15","overnight","rap2",25,"2022-03-15_am","anc","2022-03-15_am_rap2"
"848",788,"2022-03-15","overnight","rap3",47,"2022-03-15_am","anc","2022-03-15_am_rap3"
"849",789,"2022-03-15","overnight","rap4",8,"2022-03-15_am","anc","2022-03-15_am_rap4"
"850",790,"2022-03-15","overnight","rap5",27,"2022-03-15_am","anc","2022-03-15_am_rap5"
"851",791,"2022-03-15","daytime","evo1",9,"2022-03-15_pm","evo","2022-03-15_pm_evo1"
"852",792,"2022-03-15","daytime","evo2",13,"2022-03-15_pm","evo","2022-03-15_pm_evo2"
"853",793,"2022-03-15","daytime","evo3",19,"2022-03-15_pm","evo","2022-03-15_pm_evo3"
"854",794,"2022-03-15","daytime","evo4",17,"2022-03-15_pm","evo","2022-03-15_pm_evo4"
"855",795,"2022-03-15","daytime","evo5",6,"2022-03-15_pm","evo","2022-03-15_pm_evo5"
"856",796,"2022-03-15","daytime","rap1",28,"2022-03-15_pm","anc","2022-03-15_pm_rap1"
"857",797,"2022-03-15","daytime","rap2",27,"2022-03-15_pm","anc","2022-03-15_pm_rap2"
"858",798,"2022-03-15","daytime","rap3",29,"2022-03-15_pm","anc","2022-03-15_pm_rap3"
"859",799,"2022-03-15","daytime","rap4",12,"2022-03-15_pm","anc","2022-03-15_pm_rap4"
"860",800,"2022-03-15","daytime","rap5",33,"2022-03-15_pm","anc","2022-03-15_pm_rap5"
"861",801,"2022-03-16","overnight","evo1",12,"2022-03-16_am","evo","2022-03-16_am_evo1"
"862",802,"2022-03-16","overnight","evo2",10,"2022-03-16_am","evo","2022-03-16_am_evo2"
"863",803,"2022-03-16","overnight","evo3",5,"2022-03-16_am","evo","2022-03-16_am_evo3"
"864",804,"2022-03-16","overnight","evo4",9,"2022-03-16_am","evo","2022-03-16_am_evo4"
"865",805,"2022-03-16","overnight","evo5",12,"2022-03-16_am","evo","2022-03-16_am_evo5"
"866",806,"2022-03-16","overnight","rap1",47,"2022-03-16_am","anc","2022-03-16_am_rap1"
"867",807,"2022-03-16","overnight","rap2",31,"2022-03-16_am","anc","2022-03-16_am_rap2"
"868",808,"2022-03-16","overnight","rap3",17,"2022-03-16_am","anc","2022-03-16_am_rap3"
"869",809,"2022-03-16","overnight","rap4",13,"2022-03-16_am","anc","2022-03-16_am_rap4"
"870",810,"2022-03-16","overnight","rap5",23,"2022-03-16_am","anc","2022-03-16_am_rap5"
"871",811,"2022-03-16","daytime","evo1",20,"2022-03-16_pm","evo","2022-03-16_pm_evo1"
"872",812,"2022-03-16","daytime","evo2",13,"2022-03-16_pm","evo","2022-03-16_pm_evo2"
"873",813,"2022-03-16","daytime","evo3",31,"2022-03-16_pm","evo","2022-03-16_pm_evo3"
"874",814,"2022-03-16","daytime","evo4",3,"2022-03-16_pm","evo","2022-03-16_pm_evo4"
"875",815,"2022-03-16","daytime","evo5",9,"2022-03-16_pm","evo","2022-03-16_pm_evo5"
"876",816,"2022-03-16","daytime","rap1",55,"2022-03-16_pm","anc","2022-03-16_pm_rap1"
"877",817,"2022-03-16","daytime","rap2",62,"2022-03-16_pm","anc","2022-03-16_pm_rap2"
"878",818,"2022-03-16","daytime","rap3",52,"2022-03-16_pm","anc","2022-03-16_pm_rap3"
"879",819,"2022-03-16","daytime","rap4",13,"2022-03-16_pm","anc","2022-03-16_pm_rap4"
"880",820,"2022-03-16","daytime","rap5",11,"2022-03-16_pm","anc","2022-03-16_pm_rap5"
"881",821,"2022-03-17","overnight","evo1",3,"2022-03-17_am","evo","2022-03-17_am_evo1"
"882",822,"2022-03-17","overnight","evo2",10,"2022-03-17_am","evo","2022-03-17_am_evo2"
"883",823,"2022-03-17","overnight","evo3",8,"2022-03-17_am","evo","2022-03-17_am_evo3"
"884",824,"2022-03-17","overnight","evo4",12,"2022-03-17_am","evo","2022-03-17_am_evo4"
"885",825,"2022-03-17","overnight","evo5",6,"2022-03-17_am","evo","2022-03-17_am_evo5"
"886",826,"2022-03-17","overnight","rap1",30,"2022-03-17_am","anc","2022-03-17_am_rap1"
"887",827,"2022-03-17","overnight","rap2",17,"2022-03-17_am","anc","2022-03-17_am_rap2"
"888",828,"2022-03-17","overnight","rap3",6,"2022-03-17_am","anc","2022-03-17_am_rap3"
"889",829,"2022-03-17","overnight","rap4",12,"2022-03-17_am","anc","2022-03-17_am_rap4"
"890",830,"2022-03-17","overnight","rap5",17,"2022-03-17_am","anc","2022-03-17_am_rap5"
"891",831,"2022-03-17","daytime","evo1",33,"2022-03-17_pm","evo","2022-03-17_pm_evo1"
"892",832,"2022-03-17","daytime","evo2",11,"2022-03-17_pm","evo","2022-03-17_pm_evo2"
"893",833,"2022-03-17","daytime","evo3",19,"2022-03-17_pm","evo","2022-03-17_pm_evo3"
"894",834,"2022-03-17","daytime","evo4",24,"2022-03-17_pm","evo","2022-03-17_pm_evo4"
"895",835,"2022-03-17","daytime","evo5",3,"2022-03-17_pm","evo","2022-03-17_pm_evo5"
"896",836,"2022-03-17","daytime","rap1",19,"2022-03-17_pm","anc","2022-03-17_pm_rap1"
"897",837,"2022-03-17","daytime","rap2",28,"2022-03-17_pm","anc","2022-03-17_pm_rap2"
"898",838,"2022-03-17","daytime","rap3",13,"2022-03-17_pm","anc","2022-03-17_pm_rap3"
"899",839,"2022-03-17","daytime","rap4",18,"2022-03-17_pm","anc","2022-03-17_pm_rap4"
"900",840,"2022-03-17","daytime","rap5",45,"2022-03-17_pm","anc","2022-03-17_pm_rap5"
"901",841,"2022-03-18","overnight","evo1",8,"2022-03-18_am","evo","2022-03-18_am_evo1"
"902",842,"2022-03-18","overnight","evo2",5,"2022-03-18_am","evo","2022-03-18_am_evo2"
"903",843,"2022-03-18","overnight","evo3",8,"2022-03-18_am","evo","2022-03-18_am_evo3"
"904",844,"2022-03-18","overnight","evo4",9,"2022-03-18_am","evo","2022-03-18_am_evo4"
"905",845,"2022-03-18","overnight","evo5",16,"2022-03-18_am","evo","2022-03-18_am_evo5"
"906",846,"2022-03-18","overnight","rap1",34,"2022-03-18_am","anc","2022-03-18_am_rap1"
"907",847,"2022-03-18","overnight","rap2",30,"2022-03-18_am","anc","2022-03-18_am_rap2"
"908",848,"2022-03-18","overnight","rap3",25,"2022-03-18_am","anc","2022-03-18_am_rap3"
"909",849,"2022-03-18","overnight","rap4",6,"2022-03-18_am","anc","2022-03-18_am_rap4"
"910",850,"2022-03-18","overnight","rap5",21,"2022-03-18_am","anc","2022-03-18_am_rap5"
"911",991,"2022-03-18","daytime","evo1",6,"2022-03-18_pm","evo","2022-03-18_pm_evo1"
"912",992,"2022-03-18","daytime","evo2",2,"2022-03-18_pm","evo","2022-03-18_pm_evo2"
"913",993,"2022-03-18","daytime","evo3",14,"2022-03-18_pm","evo","2022-03-18_pm_evo3"
"914",994,"2022-03-18","daytime","evo4",8,"2022-03-18_pm","evo","2022-03-18_pm_evo4"
"915",995,"2022-03-18","daytime","evo5",2,"2022-03-18_pm","evo","2022-03-18_pm_evo5"
"916",996,"2022-03-18","daytime","rap1",70,"2022-03-18_pm","anc","2022-03-18_pm_rap1"
"917",997,"2022-03-18","daytime","rap2",31,"2022-03-18_pm","anc","2022-03-18_pm_rap2"
"918",998,"2022-03-18","daytime","rap3",52,"2022-03-18_pm","anc","2022-03-18_pm_rap3"
"919",999,"2022-03-18","daytime","rap4",18,"2022-03-18_pm","anc","2022-03-18_pm_rap4"
"920",1000,"2022-03-18","daytime","rap5",18,"2022-03-18_pm","anc","2022-03-18_pm_rap5"
"921",851,"2022-03-19","overnight","evo1",14,"2022-03-19_am","evo","2022-03-19_am_evo1"
"922",852,"2022-03-19","overnight","evo2",7,"2022-03-19_am","evo","2022-03-19_am_evo2"
"923",853,"2022-03-19","overnight","evo3",10,"2022-03-19_am","evo","2022-03-19_am_evo3"
"924",854,"2022-03-19","overnight","evo4",20,"2022-03-19_am","evo","2022-03-19_am_evo4"
"925",855,"2022-03-19","overnight","evo5",7,"2022-03-19_am","evo","2022-03-19_am_evo5"
"926",856,"2022-03-19","overnight","rap1",32,"2022-03-19_am","anc","2022-03-19_am_rap1"
"927",857,"2022-03-19","overnight","rap2",28,"2022-03-19_am","anc","2022-03-19_am_rap2"
"928",858,"2022-03-19","overnight","rap3",28,"2022-03-19_am","anc","2022-03-19_am_rap3"
"929",859,"2022-03-19","overnight","rap4",16,"2022-03-19_am","anc","2022-03-19_am_rap4"
"930",860,"2022-03-19","overnight","rap5",21,"2022-03-19_am","anc","2022-03-19_am_rap5"
"931",861,"2022-03-19","daytime","evo1",8,"2022-03-19_pm","evo","2022-03-19_pm_evo1"
"932",862,"2022-03-19","daytime","evo2",5,"2022-03-19_pm","evo","2022-03-19_pm_evo2"
"933",863,"2022-03-19","daytime","evo3",12,"2022-03-19_pm","evo","2022-03-19_pm_evo3"
"934",864,"2022-03-19","daytime","evo4",14,"2022-03-19_pm","evo","2022-03-19_pm_evo4"
"935",865,"2022-03-19","daytime","evo5",4,"2022-03-19_pm","evo","2022-03-19_pm_evo5"
"936",866,"2022-03-19","daytime","rap1",31,"2022-03-19_pm","anc","2022-03-19_pm_rap1"
"937",867,"2022-03-19","daytime","rap2",45,"2022-03-19_pm","anc","2022-03-19_pm_rap2"
"938",868,"2022-03-19","daytime","rap3",12,"2022-03-19_pm","anc","2022-03-19_pm_rap3"
"939",869,"2022-03-19","daytime","rap4",8,"2022-03-19_pm","anc","2022-03-19_pm_rap4"
"940",870,"2022-03-19","daytime","rap5",15,"2022-03-19_pm","anc","2022-03-19_pm_rap5"
"941",871,"2022-03-20","daytime","evo1",25,"2022-03-20_pm","evo","2022-03-20_pm_evo1"
"942",872,"2022-03-20","daytime","evo2",5,"2022-03-20_pm","evo","2022-03-20_pm_evo2"
"943",873,"2022-03-20","daytime","evo3",11,"2022-03-20_pm","evo","2022-03-20_pm_evo3"
"944",874,"2022-03-20","daytime","evo4",21,"2022-03-20_pm","evo","2022-03-20_pm_evo4"
"945",875,"2022-03-20","daytime","evo5",5,"2022-03-20_pm","evo","2022-03-20_pm_evo5"
"946",876,"2022-03-20","daytime","rap1",25,"2022-03-20_pm","anc","2022-03-20_pm_rap1"
"947",877,"2022-03-20","daytime","rap2",55,"2022-03-20_pm","anc","2022-03-20_pm_rap2"
"948",878,"2022-03-20","daytime","rap3",14,"2022-03-20_pm","anc","2022-03-20_pm_rap3"
"949",879,"2022-03-20","daytime","rap4",20,"2022-03-20_pm","anc","2022-03-20_pm_rap4"
"950",880,"2022-03-20","daytime","rap5",44,"2022-03-20_pm","anc","2022-03-20_pm_rap5"
"951",1001,"2022-03-20","overnight","evo1",17,"2022-03-20_am","evo","2022-03-20_am_evo1"
"952",1002,"2022-03-20","overnight","evo2",0,"2022-03-20_am","evo","2022-03-20_am_evo2"
"953",1003,"2022-03-20","overnight","evo3",5,"2022-03-20_am","evo","2022-03-20_am_evo3"
"954",1004,"2022-03-20","overnight","evo4",6,"2022-03-20_am","evo","2022-03-20_am_evo4"
"955",1005,"2022-03-20","overnight","evo5",11,"2022-03-20_am","evo","2022-03-20_am_evo5"
"956",1006,"2022-03-20","overnight","rap1",45,"2022-03-20_am","anc","2022-03-20_am_rap1"
"957",1007,"2022-03-20","overnight","rap2",12,"2022-03-20_am","anc","2022-03-20_am_rap2"
"958",1008,"2022-03-20","overnight","rap3",25,"2022-03-20_am","anc","2022-03-20_am_rap3"
"959",1009,"2022-03-20","overnight","rap4",6,"2022-03-20_am","anc","2022-03-20_am_rap4"
"960",1010,"2022-03-20","overnight","rap5",28,"2022-03-20_am","anc","2022-03-20_am_rap5"
"961",1101,"2022-03-21","overnight","evo1",10,"2022-03-21_am","evo","2022-03-21_am_evo1"
"962",1102,"2022-03-21","overnight","evo2",0,"2022-03-21_am","evo","2022-03-21_am_evo2"
"963",1103,"2022-03-21","overnight","evo3",9,"2022-03-21_am","evo","2022-03-21_am_evo3"
"964",1104,"2022-03-21","overnight","evo4",0,"2022-03-21_am","evo","2022-03-21_am_evo4"
"965",1105,"2022-03-21","overnight","evo5",10,"2022-03-21_am","evo","2022-03-21_am_evo5"
"966",1106,"2022-03-21","overnight","rap1",62,"2022-03-21_am","anc","2022-03-21_am_rap1"
"967",1107,"2022-03-21","overnight","rap2",15,"2022-03-21_am","anc","2022-03-21_am_rap2"
"968",1108,"2022-03-21","overnight","rap3",53,"2022-03-21_am","anc","2022-03-21_am_rap3"
"969",1109,"2022-03-21","overnight","rap4",12,"2022-03-21_am","anc","2022-03-21_am_rap4"
"970",1110,"2022-03-21","overnight","rap5",19,"2022-03-21_am","anc","2022-03-21_am_rap5"
"971",1111,"2022-03-21","daytime","evo1",7,"2022-03-21_pm","evo","2022-03-21_pm_evo1"
"972",1112,"2022-03-21","daytime","evo2",9,"2022-03-21_pm","evo","2022-03-21_pm_evo2"
"973",1113,"2022-03-21","daytime","evo3",6,"2022-03-21_pm","evo","2022-03-21_pm_evo3"
"974",1114,"2022-03-21","daytime","evo4",20,"2022-03-21_pm","evo","2022-03-21_pm_evo4"
"975",1115,"2022-03-21","daytime","evo5",3,"2022-03-21_pm","evo","2022-03-21_pm_evo5"
"976",1116,"2022-03-21","daytime","rap1",29,"2022-03-21_pm","anc","2022-03-21_pm_rap1"
"977",1117,"2022-03-21","daytime","rap2",36,"2022-03-21_pm","anc","2022-03-21_pm_rap2"
"978",1118,"2022-03-21","daytime","rap3",6,"2022-03-21_pm","anc","2022-03-21_pm_rap3"
"979",1119,"2022-03-21","daytime","rap4",19,"2022-03-21_pm","anc","2022-03-21_pm_rap4"
"980",1120,"2022-03-21","daytime","rap5",5,"2022-03-21_pm","anc","2022-03-21_pm_rap5"
"981",881,"2022-03-22","overnight","evo1",4,"2022-03-22_am","evo","2022-03-22_am_evo1"
"982",882,"2022-03-22","overnight","evo2",5,"2022-03-22_am","evo","2022-03-22_am_evo2"
"983",883,"2022-03-22","overnight","evo3",5,"2022-03-22_am","evo","2022-03-22_am_evo3"
"984",884,"2022-03-22","overnight","evo4",4,"2022-03-22_am","evo","2022-03-22_am_evo4"
"985",885,"2022-03-22","overnight","evo5",10,"2022-03-22_am","evo","2022-03-22_am_evo5"
"986",886,"2022-03-22","overnight","rap1",29,"2022-03-22_am","anc","2022-03-22_am_rap1"
"987",887,"2022-03-22","overnight","rap2",11,"2022-03-22_am","anc","2022-03-22_am_rap2"
"988",888,"2022-03-22","overnight","rap3",43,"2022-03-22_am","anc","2022-03-22_am_rap3"
"989",889,"2022-03-22","overnight","rap4",14,"2022-03-22_am","anc","2022-03-22_am_rap4"
"990",890,"2022-03-22","overnight","rap5",39,"2022-03-22_am","anc","2022-03-22_am_rap5"
"991",891,"2022-03-22","daytime","evo1",17,"2022-03-22_pm","evo","2022-03-22_pm_evo1"
"992",892,"2022-03-22","daytime","evo2",10,"2022-03-22_pm","evo","2022-03-22_pm_evo2"
"993",893,"2022-03-22","daytime","evo3",15,"2022-03-22_pm","evo","2022-03-22_pm_evo3"
"994",894,"2022-03-22","daytime","evo4",12,"2022-03-22_pm","evo","2022-03-22_pm_evo4"
"995",895,"2022-03-22","daytime","evo5",6,"2022-03-22_pm","evo","2022-03-22_pm_evo5"
"996",896,"2022-03-22","daytime","rap1",24,"2022-03-22_pm","anc","2022-03-22_pm_rap1"
"997",897,"2022-03-22","daytime","rap2",62,"2022-03-22_pm","anc","2022-03-22_pm_rap2"
"998",898,"2022-03-22","daytime","rap3",57,"2022-03-22_pm","anc","2022-03-22_pm_rap3"
"999",899,"2022-03-22","daytime","rap4",19,"2022-03-22_pm","anc","2022-03-22_pm_rap4"
"1000",900,"2022-03-22","daytime","rap5",26,"2022-03-22_pm","anc","2022-03-22_pm_rap5"
"1001",901,"2022-03-23","daytime","evo1",13,"2022-03-23_pm","evo","2022-03-23_pm_evo1"
"1002",902,"2022-03-23","daytime","evo2",2,"2022-03-23_pm","evo","2022-03-23_pm_evo2"
"1003",903,"2022-03-23","daytime","evo3",16,"2022-03-23_pm","evo","2022-03-23_pm_evo3"
"1004",904,"2022-03-23","daytime","evo4",22,"2022-03-23_pm","evo","2022-03-23_pm_evo4"
"1005",905,"2022-03-23","daytime","evo5",14,"2022-03-23_pm","evo","2022-03-23_pm_evo5"
"1006",906,"2022-03-23","daytime","rap1",45,"2022-03-23_pm","anc","2022-03-23_pm_rap1"
"1007",907,"2022-03-23","daytime","rap2",25,"2022-03-23_pm","anc","2022-03-23_pm_rap2"
"1008",908,"2022-03-23","daytime","rap3",45,"2022-03-23_pm","anc","2022-03-23_pm_rap3"
"1009",909,"2022-03-23","daytime","rap4",20,"2022-03-23_pm","anc","2022-03-23_pm_rap4"
"1010",910,"2022-03-23","daytime","rap5",40,"2022-03-23_pm","anc","2022-03-23_pm_rap5"
"1011",1011,"2022-03-23","overnight","evo1",30,"2022-03-23_am","evo","2022-03-23_am_evo1"
"1012",1012,"2022-03-23","overnight","evo2",2,"2022-03-23_am","evo","2022-03-23_am_evo2"
"1013",1013,"2022-03-23","overnight","evo3",4,"2022-03-23_am","evo","2022-03-23_am_evo3"
"1014",1014,"2022-03-23","overnight","evo4",6,"2022-03-23_am","evo","2022-03-23_am_evo4"
"1015",1015,"2022-03-23","overnight","evo5",1,"2022-03-23_am","evo","2022-03-23_am_evo5"
"1016",1016,"2022-03-23","overnight","rap1",79,"2022-03-23_am","anc","2022-03-23_am_rap1"
"1017",1017,"2022-03-23","overnight","rap2",20,"2022-03-23_am","anc","2022-03-23_am_rap2"
"1018",1018,"2022-03-23","overnight","rap3",19,"2022-03-23_am","anc","2022-03-23_am_rap3"
"1019",1019,"2022-03-23","overnight","rap4",22,"2022-03-23_am","anc","2022-03-23_am_rap4"
"1020",1020,"2022-03-23","overnight","rap5",33,"2022-03-23_am","anc","2022-03-23_am_rap5"
"1021",911,"2022-03-24","overnight","evo1",16,"2022-03-24_am","evo","2022-03-24_am_evo1"
"1022",912,"2022-03-24","overnight","evo2",5,"2022-03-24_am","evo","2022-03-24_am_evo2"
"1023",913,"2022-03-24","overnight","evo3",5,"2022-03-24_am","evo","2022-03-24_am_evo3"
"1024",914,"2022-03-24","overnight","evo4",5,"2022-03-24_am","evo","2022-03-24_am_evo4"
"1025",915,"2022-03-24","overnight","evo5",7,"2022-03-24_am","evo","2022-03-24_am_evo5"
"1026",916,"2022-03-24","overnight","rap1",55,"2022-03-24_am","anc","2022-03-24_am_rap1"
"1027",917,"2022-03-24","overnight","rap2",27,"2022-03-24_am","anc","2022-03-24_am_rap2"
"1028",918,"2022-03-24","overnight","rap3",50,"2022-03-24_am","anc","2022-03-24_am_rap3"
"1029",919,"2022-03-24","overnight","rap4",9,"2022-03-24_am","anc","2022-03-24_am_rap4"
"1030",920,"2022-03-24","overnight","rap5",14,"2022-03-24_am","anc","2022-03-24_am_rap5"
"1031",921,"2022-03-24","daytime","evo1",10,"2022-03-24_pm","evo","2022-03-24_pm_evo1"
"1032",922,"2022-03-24","daytime","evo2",3,"2022-03-24_pm","evo","2022-03-24_pm_evo2"
"1033",923,"2022-03-24","daytime","evo3",7,"2022-03-24_pm","evo","2022-03-24_pm_evo3"
"1034",924,"2022-03-24","daytime","evo4",11,"2022-03-24_pm","evo","2022-03-24_pm_evo4"
"1035",925,"2022-03-24","daytime","evo5",4,"2022-03-24_pm","evo","2022-03-24_pm_evo5"
"1036",926,"2022-03-24","daytime","rap1",22,"2022-03-24_pm","anc","2022-03-24_pm_rap1"
"1037",927,"2022-03-24","daytime","rap2",36,"2022-03-24_pm","anc","2022-03-24_pm_rap2"
"1038",928,"2022-03-24","daytime","rap3",16,"2022-03-24_pm","anc","2022-03-24_pm_rap3"
"1039",929,"2022-03-24","daytime","rap4",17,"2022-03-24_pm","anc","2022-03-24_pm_rap4"
"1040",930,"2022-03-24","daytime","rap5",22,"2022-03-24_pm","anc","2022-03-24_pm_rap5"
"1041",931,"2022-03-25","overnight","evo1",13,"2022-03-25_am","evo","2022-03-25_am_evo1"
"1042",932,"2022-03-25","overnight","evo2",9,"2022-03-25_am","evo","2022-03-25_am_evo2"
"1043",933,"2022-03-25","overnight","evo3",11,"2022-03-25_am","evo","2022-03-25_am_evo3"
"1044",934,"2022-03-25","overnight","evo4",5,"2022-03-25_am","evo","2022-03-25_am_evo4"
"1045",935,"2022-03-25","overnight","evo5",10,"2022-03-25_am","evo","2022-03-25_am_evo5"
"1046",936,"2022-03-25","overnight","rap1",25,"2022-03-25_am","anc","2022-03-25_am_rap1"
"1047",937,"2022-03-25","overnight","rap2",34,"2022-03-25_am","anc","2022-03-25_am_rap2"
"1048",938,"2022-03-25","overnight","rap3",67,"2022-03-25_am","anc","2022-03-25_am_rap3"
"1049",939,"2022-03-25","overnight","rap4",12,"2022-03-25_am","anc","2022-03-25_am_rap4"
"1050",940,"2022-03-25","overnight","rap5",56,"2022-03-25_am","anc","2022-03-25_am_rap5"
"1051",941,"2022-03-25","daytime","evo1",5,"2022-03-25_pm","evo","2022-03-25_pm_evo1"
"1052",942,"2022-03-25","daytime","evo2",7,"2022-03-25_pm","evo","2022-03-25_pm_evo2"
"1053",943,"2022-03-25","daytime","evo3",11,"2022-03-25_pm","evo","2022-03-25_pm_evo3"
"1054",944,"2022-03-25","daytime","evo4",20,"2022-03-25_pm","evo","2022-03-25_pm_evo4"
"1055",945,"2022-03-25","daytime","evo5",8,"2022-03-25_pm","evo","2022-03-25_pm_evo5"
"1056",946,"2022-03-25","daytime","rap1",26,"2022-03-25_pm","anc","2022-03-25_pm_rap1"
"1057",947,"2022-03-25","daytime","rap2",26,"2022-03-25_pm","anc","2022-03-25_pm_rap2"
"1058",948,"2022-03-25","daytime","rap3",27,"2022-03-25_pm","anc","2022-03-25_pm_rap3"
"1059",949,"2022-03-25","daytime","rap4",21,"2022-03-25_pm","anc","2022-03-25_pm_rap4"
"1060",950,"2022-03-25","daytime","rap5",30,"2022-03-25_pm","anc","2022-03-25_pm_rap5"
"1061",951,"2022-03-26","daytime","evo1",21,"2022-03-26_pm","evo","2022-03-26_pm_evo1"
"1062",952,"2022-03-26","daytime","evo2",2,"2022-03-26_pm","evo","2022-03-26_pm_evo2"
"1063",953,"2022-03-26","daytime","evo3",18,"2022-03-26_pm","evo","2022-03-26_pm_evo3"
"1064",954,"2022-03-26","daytime","evo4",15,"2022-03-26_pm","evo","2022-03-26_pm_evo4"
"1065",955,"2022-03-26","daytime","evo5",9,"2022-03-26_pm","evo","2022-03-26_pm_evo5"
"1066",956,"2022-03-26","daytime","rap1",13,"2022-03-26_pm","anc","2022-03-26_pm_rap1"
"1067",957,"2022-03-26","daytime","rap2",44,"2022-03-26_pm","anc","2022-03-26_pm_rap2"
"1068",958,"2022-03-26","daytime","rap3",46,"2022-03-26_pm","anc","2022-03-26_pm_rap3"
"1069",959,"2022-03-26","daytime","rap4",13,"2022-03-26_pm","anc","2022-03-26_pm_rap4"
"1070",960,"2022-03-26","daytime","rap5",32,"2022-03-26_pm","anc","2022-03-26_pm_rap5"
"1071",1021,"2022-03-26","overnight","evo1",4,"2022-03-26_am","evo","2022-03-26_am_evo1"
"1072",1022,"2022-03-26","overnight","evo2",2,"2022-03-26_am","evo","2022-03-26_am_evo2"
"1073",1023,"2022-03-26","overnight","evo3",8,"2022-03-26_am","evo","2022-03-26_am_evo3"
"1074",1024,"2022-03-26","overnight","evo4",5,"2022-03-26_am","evo","2022-03-26_am_evo4"
"1075",1025,"2022-03-26","overnight","evo5",0,"2022-03-26_am","evo","2022-03-26_am_evo5"
"1076",1026,"2022-03-26","overnight","rap1",43,"2022-03-26_am","anc","2022-03-26_am_rap1"
"1077",1027,"2022-03-26","overnight","rap2",14,"2022-03-26_am","anc","2022-03-26_am_rap2"
"1078",1028,"2022-03-26","overnight","rap3",20,"2022-03-26_am","anc","2022-03-26_am_rap3"
"1079",1029,"2022-03-26","overnight","rap4",10,"2022-03-26_am","anc","2022-03-26_am_rap4"
"1080",1030,"2022-03-26","overnight","rap5",22,"2022-03-26_am","anc","2022-03-26_am_rap5"
"1081",961,"2022-03-27","overnight","evo1",13,"2022-03-27_am","evo","2022-03-27_am_evo1"
"1082",962,"2022-03-27","overnight","evo2",1,"2022-03-27_am","evo","2022-03-27_am_evo2"
"1083",963,"2022-03-27","overnight","evo3",6,"2022-03-27_am","evo","2022-03-27_am_evo3"
"1084",964,"2022-03-27","overnight","evo4",9,"2022-03-27_am","evo","2022-03-27_am_evo4"
"1085",965,"2022-03-27","overnight","evo5",1,"2022-03-27_am","evo","2022-03-27_am_evo5"
"1086",966,"2022-03-27","overnight","rap1",60,"2022-03-27_am","anc","2022-03-27_am_rap1"
